,canTemp_vcwg_K
2002-06-10 00:00:00,10.474999999999966
2002-06-10 00:10:00,11.108333333333348
2002-06-10 00:20:00,11.741666666666674
2002-06-10 00:30:00,12.375
2002-06-10 00:40:00,13.008333333333383
2002-06-10 00:50:00,13.641666666666652
2002-06-10 01:00:00,13.75
2002-06-10 01:10:00,13.683333333333394
2002-06-10 01:20:00,13.616666666666674
2002-06-10 01:30:00,13.549999999999955
2002-06-10 01:40:00,13.483333333333348
2002-06-10 01:50:00,13.416666666666686
2002-06-10 02:00:00,13.387499999999932
2002-06-10 02:10:00,13.370833333333394
2002-06-10 02:20:00,13.354166666666686
2002-06-10 02:30:00,13.337499999999977
2002-06-10 02:40:00,13.320833333333326
2002-06-10 02:50:00,13.304166666666674
2002-06-10 03:00:00,13.274999999999977
2002-06-10 03:10:00,13.241666666666674
2002-06-10 03:20:00,13.208333333333371
2002-06-10 03:30:00,13.175000000000068
2002-06-10 03:40:00,13.141666666666652
2002-06-10 03:50:00,13.108333333333348
2002-06-10 04:00:00,13.049999999999955
2002-06-10 04:10:00,12.983333333333348
2002-06-10 04:20:00,12.916666666666686
2002-06-10 04:30:00,12.850000000000023
2002-06-10 04:40:00,12.783333333333303
2002-06-10 04:50:00,12.716666666666697
2002-06-10 05:00:00,12.662500000000023
2002-06-10 05:10:00,12.612500000000011
2002-06-10 05:20:00,12.5625
2002-06-10 05:30:00,12.512500000000045
2002-06-10 05:40:00,12.462500000000034
2002-06-10 05:50:00,12.412500000000023
2002-06-10 06:00:00,12.412500000000023
2002-06-10 06:10:00,12.429166666666674
2002-06-10 06:20:00,12.445833333333326
2002-06-10 06:30:00,12.462499999999977
2002-06-10 06:40:00,12.479166666666686
2002-06-10 06:50:00,12.495833333333394
2002-06-10 07:00:00,12.449999999999989
2002-06-10 07:10:00,12.383333333333383
2002-06-10 07:20:00,12.316666666666663
2002-06-10 07:30:00,12.25
2002-06-10 07:40:00,12.183333333333394
2002-06-10 07:50:00,12.116666666666674
2002-06-10 08:00:00,12.162499999999966
2002-06-10 08:10:00,12.24583333333328
2002-06-10 08:20:00,12.329166666666652
2002-06-10 08:30:00,12.412499999999966
2002-06-10 08:40:00,12.49583333333328
2002-06-10 08:50:00,12.579166666666652
2002-06-10 09:00:00,12.6875
2002-06-10 09:10:00,12.804166666666674
2002-06-10 09:20:00,12.920833333333348
2002-06-10 09:30:00,13.037499999999966
2002-06-10 09:40:00,13.154166666666697
2002-06-10 09:50:00,13.270833333333371
2002-06-10 10:00:00,13.4375
2002-06-10 10:10:00,13.620833333333394
2002-06-10 10:20:00,13.804166666666674
2002-06-10 10:30:00,13.987499999999955
2002-06-10 10:40:00,14.170833333333348
2002-06-10 10:50:00,14.354166666666686
2002-06-10 11:00:00,14.387499999999932
2002-06-10 11:10:00,14.370833333333394
2002-06-10 11:20:00,14.354166666666686
2002-06-10 11:30:00,14.337499999999977
2002-06-10 11:40:00,14.320833333333326
2002-06-10 11:50:00,14.304166666666674
2002-06-10 12:00:00,14.425000000000011
2002-06-10 12:10:00,14.591666666666697
2002-06-10 12:20:00,14.758333333333326
2002-06-10 12:30:00,14.924999999999955
2002-06-10 12:40:00,15.091666666666697
2002-06-10 12:50:00,15.258333333333326
2002-06-10 13:00:00,15.375
2002-06-10 13:10:00,15.475000000000023
2002-06-10 13:20:00,15.575000000000045
2002-06-10 13:30:00,15.675000000000068
2002-06-10 13:40:00,15.774999999999977
2002-06-10 13:50:00,15.875
2002-06-10 14:00:00,15.949999999999989
2002-06-10 14:10:00,16.01666666666665
2002-06-10 14:20:00,16.083333333333314
2002-06-10 14:30:00,16.150000000000034
2002-06-10 14:40:00,16.216666666666697
2002-06-10 14:50:00,16.283333333333303
2002-06-10 15:00:00,16.23750000000001
2002-06-10 15:10:00,16.154166666666697
2002-06-10 15:20:00,16.070833333333326
2002-06-10 15:30:00,15.987500000000011
2002-06-10 15:40:00,15.904166666666697
2002-06-10 15:50:00,15.820833333333326
2002-06-10 16:00:00,15.675000000000011
2002-06-10 16:10:00,15.508333333333326
2002-06-10 16:20:00,15.341666666666697
2002-06-10 16:30:00,15.175000000000011
2002-06-10 16:40:00,15.008333333333326
2002-06-10 16:50:00,14.841666666666697
2002-06-10 17:00:00,14.875
2002-06-10 17:10:00,14.975000000000023
2002-06-10 17:20:00,15.075000000000045
2002-06-10 17:30:00,15.175000000000068
2002-06-10 17:40:00,15.274999999999977
2002-06-10 17:50:00,15.375
2002-06-10 18:00:00,15.375
2002-06-10 18:10:00,15.341666666666697
2002-06-10 18:20:00,15.30833333333328
2002-06-10 18:30:00,15.274999999999977
2002-06-10 18:40:00,15.241666666666674
2002-06-10 18:50:00,15.208333333333371
2002-06-10 19:00:00,15.150000000000034
2002-06-10 19:10:00,15.083333333333314
2002-06-10 19:20:00,15.016666666666652
2002-06-10 19:30:00,14.949999999999989
2002-06-10 19:40:00,14.883333333333383
2002-06-10 19:50:00,14.816666666666663
2002-06-10 20:00:00,14.650000000000034
2002-06-10 20:10:00,14.450000000000045
2002-06-10 20:20:00,14.25
2002-06-10 20:30:00,14.050000000000011
2002-06-10 20:40:00,13.850000000000023
2002-06-10 20:50:00,13.650000000000034
2002-06-10 21:00:00,13.237500000000068
2002-06-10 21:10:00,12.754166666666663
2002-06-10 21:20:00,12.270833333333314
2002-06-10 21:30:00,11.787500000000023
2002-06-10 21:40:00,11.304166666666674
2002-06-10 21:50:00,10.820833333333326
2002-06-10 22:00:00,10.612499999999955
2002-06-10 22:10:00,10.495833333333337
2002-06-10 22:20:00,10.379166666666663
2002-06-10 22:30:00,10.262500000000045
2002-06-10 22:40:00,10.145833333333371
2002-06-10 22:50:00,10.029166666666697
2002-06-10 23:00:00,10.0
2002-06-10 23:10:00,10.0
2002-06-10 23:20:00,10.0
2002-06-10 23:30:00,10.0
2002-06-10 23:40:00,10.0
2002-06-10 23:50:00,10.0
2002-06-11 00:00:00,10.024999999999977
2002-06-11 00:10:00,10.05833333333328
2002-06-11 00:20:00,10.091666666666697
2002-06-11 00:30:00,10.125
2002-06-11 00:40:00,10.158333333333417
2002-06-11 00:50:00,10.19166666666672
2002-06-11 01:00:00,10.200000000000045
2002-06-11 01:10:00,10.200000000000045
2002-06-11 01:20:00,10.200000000000045
2002-06-11 01:30:00,10.200000000000045
2002-06-11 01:40:00,10.200000000000045
2002-06-11 01:50:00,10.200000000000045
2002-06-11 02:00:00,10.175000000000068
2002-06-11 02:10:00,10.141666666666652
2002-06-11 02:20:00,10.108333333333348
2002-06-11 02:30:00,10.074999999999932
2002-06-11 02:40:00,10.041666666666629
2002-06-11 02:50:00,10.008333333333326
2002-06-11 03:00:00,10.0
2002-06-11 03:10:00,10.0
