,Temp_K,SpecHum_Ratio,Press_Pa
2002-06-10 00:00:00,294.98751935147163,0.009671818271214303,97996.85096921456
2002-06-10 00:05:00,289.1728420880646,0.009138730045281153,98004.01179878789
2002-06-10 00:10:00,288.01123345099006,0.008970277554692088,98004.77407479138
2002-06-10 00:15:00,288.31177042168196,0.00894624554420492,98004.63408089838
2002-06-10 00:20:00,288.73061660107436,0.008942476489455385,98004.43400924312
2002-06-10 00:25:00,288.7056519631275,0.008892190888515736,98004.46047340473
2002-06-10 00:30:00,288.5870579891597,0.0088618255686569,98004.5705598984
2002-06-10 00:35:00,288.4256250073526,0.008848787434547149,98004.69992863011
2002-06-10 00:40:00,288.3596915316321,0.008844064844907514,98004.78333403666
2002-06-10 00:45:00,288.28307019200514,0.00884259950493731,98004.86326924163
2002-06-10 00:50:00,288.2437323933176,0.008842367234688195,98004.92755349827
2002-06-10 00:55:00,288.1751381723209,0.008842476388683978,98005.00225371445
2002-06-10 01:00:00,288.1311309834527,0.00884274886804783,98005.06803712754
2002-06-10 01:05:00,288.07972629389906,0.008842918402657196,98005.1093355214
2002-06-10 01:10:00,288.05910014084213,0.008842944467738076,98005.13341270109
2002-06-10 01:15:00,288.0248707885831,0.008843001604641413,98005.16166960275
2002-06-10 01:20:00,288.00713344772305,0.008842981515638346,98005.18436708463
2002-06-10 01:25:00,287.9736195231204,0.008793738216696644,98005.2128040958
2002-06-10 01:30:00,287.955883177043,0.008764470433587346,98005.23527456645
2002-06-10 01:35:00,287.92583318366195,0.008751691716949244,98005.26177114027
2002-06-10 01:40:00,287.9098090770382,0.008746614613100237,98005.28289987087
2002-06-10 01:45:00,287.8827674694577,0.008744570785274835,98005.30767779078
2002-06-10 01:50:00,287.8677746615611,0.008743857764739373,98005.32793247512
2002-06-10 01:55:00,287.84267131107316,0.008743649068052806,98005.35159786545
2002-06-10 02:00:00,287.8282022399737,0.008743650195740022,98005.37131678716
2002-06-10 02:05:00,287.8001588486712,0.008743373079755961,98005.4056340666
2002-06-10 02:10:00,287.7801258421089,0.008695142089448993,98005.43869816126
2002-06-10 02:15:00,287.7480074064125,0.00866517016286957,98005.47572715802
2002-06-10 02:20:00,287.7245688861094,0.008651160600831648,98005.50936693804
2002-06-10 02:25:00,287.6926637333209,0.008597229975990226,98005.54582117581
2002-06-10 02:30:00,287.66821552413364,0.008564959985514726,98005.57964212475
2002-06-10 02:35:00,287.63664766198673,0.008550063411227184,98005.61595273876
2002-06-10 02:40:00,287.61149993016727,0.008495681198832617,98005.6500064982
2002-06-10 02:45:00,287.58030810301227,0.008463304519983495,98005.68617270778
2002-06-10 02:50:00,287.554992313093,0.008448422390249276,98005.720239352
