,(m) canSpeHum_1.5,(m) canSpeHum_2.5,(m) canSpeHum_3.5,(m) canSpeHum_4.5,(m) canSpeHum_5.5,(m) canSpeHum_6.5,(m) canSpeHum_7.5,(m) canSpeHum_8.5,(m) canSpeHum_9.5,(m) canSpeHum_10.5,(m) canSpeHum_11.5,(m) canSpeHum_12.5,(m) canSpeHum_13.5,(m) canSpeHum_14.5
2002-06-10 00:00:00,0.009713246378465455,0.009711969484155439,0.009709389456067146,0.009705456046788082,0.00970013929025017,0.009693346768010784,0.009685202473842022,0.009675946128696962,0.009665737902855609,0.009654685685590544,0.009642799380022729,0.009630085422437396,0.00961654716298588,0.009600904216832058
2002-06-10 00:05:00,0.009190128156010207,0.009187577164713448,0.009182779355669881,0.009175986967968189,0.009167553960771478,0.009157806730925038,0.009147267287892526,0.009136429937886208,0.009125579635983747,0.009114875773556342,0.009104372199825406,0.009094112159856508,0.009084129388684326,0.00907362191419286
2002-06-10 00:10:00,0.008980766547059793,0.008980236239594942,0.008979268898880259,0.00897790749273161,0.008976213995912606,0.008974231387611649,0.008972062599540833,0.008969821321235825,0.00896757685551923,0.008965371385364525,0.008963216975612833,0.008961122540168075,0.008959094398361634,0.008956967328606341
2002-06-10 00:15:00,0.00895036168734073,0.008950142415707091,0.008949790516654947,0.00894928695613006,0.008948629854427726,0.008947806655328445,0.008946873272248298,0.00894590815388083,0.008944955998395874,0.008944041480489634,0.008943164032569024,0.008942323160971325,0.008941518320474462,0.00894068202089155
2002-06-10 00:20:00,0.008945843703551688,0.008945652366252556,0.008945388736371039,0.008945008683782424,0.008944489463680943,0.008943794665983922,0.00894298278540184,0.00894214761154347,0.00894134123876556,0.008940591004911028,0.008939891316516187,0.008939237511885828,0.008938625590284105,0.008938002198630031
2002-06-10 00:25:00,0.008900517208616267,0.00890009442455371,0.008899397102871598,0.008898403058125911,0.008897116476661995,0.008895531539995545,0.008893739416841804,0.008891858634671302,0.008889955343388748,0.008888064469235025,0.008886185314101278,0.008884317656279747,0.008882461284162589,0.00888045501730742
2002-06-10 00:30:00,0.00886826056085702,0.008867915210908446,0.008867368869616928,0.008866594104946128,0.008865588181970932,0.008864335946286274,0.008862918812569615,0.008861448384178064,0.008859987308959212,0.008858569112447262,0.008857192302625714,0.008855855768982138,0.008854558360686356,0.008853189046427727
2002-06-10 00:35:00,0.008853181393976116,0.00885292638479488,0.00885255463217509,0.008852030290061033,0.008851340224457185,0.008850459570959819,0.00884945589168342,0.008848426572647965,0.008847424291422205,0.008846475749044302,0.008845575790528392,0.00884472028443269,0.008843905638507073,0.008843060856048914
2002-06-10 00:40:00,0.008847464477105521,0.008847251023878058,0.008846965602000684,0.008846568354572626,0.008846040215975964,0.00884535034014098,0.008844556392094067,0.00884374637149873,0.008842967548643636,0.008842243576950829,0.008841568133106412,0.008840936067236333,0.008840342958550546,0.008839736243258435
2002-06-10 00:45:00,0.00884565867434494,0.008845456919419991,0.008845201064917525,0.008844848960545508,0.008844378756121679,0.008843757046386716,0.00884303855454852,0.008842308474714428,0.008841612010497662,0.008840971340069144,0.008840379267325092,0.008839829967449413,0.008839318505776456,0.008838798889908085
2002-06-10 00:50:00,0.00884531961215045,0.0088451173246315,0.008844868653534916,0.008844531004425305,0.008844081640149774,0.008843486264626495,0.008842797688499297,0.0088420992221979,0.008841435038014394,0.008840826758638915,0.008840267023033886,0.00883974985313131,0.008839270180515873,0.008838784623667809
2002-06-10 00:55:00,0.008845403088995523,0.008845196077881236,0.008844945786569898,0.008844610153430268,0.008844166590102374,0.0088435812277923,0.00884290585975583,0.00884222210932552,0.008841573026154063,0.008840979509025206,0.008840434073064767,0.00883993065457122,0.00883946412227535,0.00883899211666895
2002-06-10 01:00:00,0.008845657904550736,0.008845445395266964,0.00884519204355319,0.008844856708197294,0.008844417232686403,0.008843840366519206,0.008843176507798306,0.00884250522914344,0.008841868470450412,0.008841286564393074,0.00884075211433213,0.008840259119186586,0.008839802491254515,0.00883934071216127
2002-06-10 01:05:00,0.008845882360207018,0.008845663160434104,0.008845403002816861,0.008845060655506417,0.008844613944643025,0.008844029588988738,0.008843358294793938,0.008842679922968909,0.008842036444863954,0.008841448119700118,0.008840907410985486,0.008840408212998148,0.008839945351001747,0.008839476660249996
2002-06-10 01:10:00,0.008845908572483263,0.008845687367752918,0.008845425583115388,0.008845083052418405,0.008844638235261845,0.008844058686101615,0.008843394083299453,0.008842722622324044,0.008842085421124819,0.008841502340618635,0.00884096601427618,0.008840470463912,0.008840010607417171,0.008839544538938801
2002-06-10 01:15:00,0.008846003154924205,0.008845780373013985,0.00884551685395142,0.00884517200562464,0.008844724011692891,0.008844140045575205,0.008843470223312968,0.00884279346774519,0.008842151255640406,0.008841563600713547,0.008841023027345631,0.00884052346868294,0.00884005976417807,0.00883958959348798
2002-06-10 01:20:00,0.008845970285314225,0.008845745673050073,0.008845480981672302,0.00884513662356285,0.008844691379066351,0.00884411325316152,0.00884345136084399,0.008842782956465081,0.008842148631243996,0.00884156796090511,0.00884103362066056,0.008840539661118382,0.008840081013310103,0.008839615821912736
2002-06-10 01:25:00,0.008802045207151625,0.00880158610340469,0.008800875715365605,0.00879990215255832,0.008798675273504657,0.008797195268167874,0.008795541280502465,0.008793813070055771,0.008792065711575855,0.008790327821926647,0.008788598257992773,0.008786875992769684,0.00878515945173896,0.0087832963807838
2002-06-10 01:30:00,0.008771088969606058,0.008770697135149393,0.00877011759717847,0.008769332726265672,0.008768345761966258,0.008767149935736704,0.008765816946640161,0.008764440682906978,0.008763072784385588,0.008761740060724775,0.008760440500930928,0.008759172418818432,0.008757933902569518,0.008756616643102984
2002-06-10 01:35:00,0.00875644499244599,0.008756138291242669,0.008755720993416252,0.008755163912707274,0.008754457715489977,0.008753582482551453,0.008752599049269052,0.008751593798444379,0.008750613255805551,0.008749680805248785,0.008748791640477599,0.008747941806967282,0.008747127685673291,0.008746277362478409
2002-06-10 01:40:00,0.008750397623937253,0.008750135753529129,0.008749804148059101,0.008749367034111855,0.00874880787470535,0.008748099267027194,0.008747295909143265,0.008746479956012148,0.008745695044849514,0.008744962613057815,0.008744276270676955,0.008743630800265747,0.008743021643679849,0.008742394172992001
2002-06-10 01:45:00,0.00874790915049488,0.00874766527318724,0.008747369774052152,0.008746985099478116,0.008746492213812452,0.008745861360686941,0.00874514348871061,0.008744417101741042,0.008743723609594939,0.008743083114649714,0.008742488696689903,0.008741934716758527,0.008741416314750719,0.008740886532888965
2002-06-10 01:50:00,0.008747023624932924,0.00874678733766802,0.008746507035426811,0.008746143745619352,0.008745676943405785,0.008745075287476988,0.008744388664621008,0.008743694989763379,0.008743035235033197,0.0087424291880913,0.008741869600386504,0.00874135057737441,0.008740867071185297,0.008740375029818392
2002-06-10 01:55:00,0.008746761973592539,0.008746527790213067,0.008746252313458203,0.00874589585699797,0.008745437228517295,0.008744844336596244,0.008744166881846132,0.008743482903162451,0.008742833389555456,0.008742238094977017,0.008741689609085047,0.008741181907279886,0.008740709840562605,0.00874023028431756
2002-06-10 02:00:00,0.008746595752764715,0.00874636132289075,0.008746087425691941,0.008745735329410002,0.008745284311485666,0.008744703010827238,0.008744039814309455,0.008743370745676216,0.008742735709537127,0.008742153913228908,0.008741618080371953,0.008741122293087574,0.008740661492324853,0.008740193565279566
2002-06-10 02:05:00,0.008746417514764047,0.00874618177868666,0.00874590623433518,0.008745551934316904,0.008745098023017366,0.00874451293284223,0.008743845297558521,0.008743171556152833,0.008742531827728795,0.008741945419503832,0.008741405003791154,0.008740904622409609,0.008740439182285174,0.008739966125774433
2002-06-10 02:10:00,0.00870370388790108,0.008703245184793474,0.0087025319888919,0.008701553245454819,0.008700319342136918,0.00869883116982491,0.008697167511808367,0.008695427373178626,0.008693665472175711,0.008691910252785692,0.008690160668987226,0.008688415728727998,0.008686673804286851,0.00868477990808756
2002-06-10 02:15:00,0.008672132793321461,0.008671750374242608,0.00867116929018246,0.008670372542919127,0.00866936446115551,0.008668139438642298,0.008666771205869402,0.00866535563459349,0.008663945527668332,0.008662568340071774,0.008661222263474417,0.008659905748208721,0.008658616919515355,0.008657242730874867
2002-06-10 02:20:00,0.008656041786810809,0.008655760507074724,0.008655358821199974,0.00865480980298365,0.00865410614653745,0.008653230435520982,0.008652243754523769,0.008651231595864341,0.008650240193845431,0.008649292936435618,0.008648385613387361,0.00864751473036556,0.0086466769891203,0.008645798317030905
